Dataset	Detector	GPS	dopplerX	dopplerY	dopplerZ	R1598	R1599	R1600	R1601	R1602	I1598	I1599	I1600	I1601	I1602	P1598	P1599	P1600	P1601	P1602
H1_395_415	LHO	857001880	-3.15311e-05	-8.66601e-05	-3.79046e-05	1.5273e-23	2.56826e-24	-3.54815e-23	5.00648e-23	-4.39458e-23	-2.17483e-23	4.46814e-23	-4.49837e-23	-3.58325e-25	2.90161e-24	7.06253e-46	2.00302e-45	3.28247e-45	2.50661e-45	1.93965e-45
H1_395_415	LHO	857001882	-3.15312e-05	-8.66602e-05	-3.79046e-05	-1.10321e-23	4.26685e-23	-3.85268e-23	9.42084e-24	-3.35924e-24	7.4907e-23	-5.94189e-23	1.48651e-23	2.62503e-25	9.98582e-24	5.73276e-45	5.3512e-45	1.70528e-45	8.88212e-47	1.11001e-46
H1_395_415	LHO	857001884	-3.15313e-05	-8.66603e-05	-3.79046e-05	1.41297e-23	-1.36937e-23	-1.15724e-24	-5.27946e-24	1.8207e-23	2.36054e-24	6.27749e-24	7.91534e-24	-3.04479e-23	1.90032e-23	2.05222e-46	2.26924e-46	6.39917e-47	9.5495e-46	6.9262e-46
H1_395_415	LHO	857001886	-3.15314e-05	-8.66604e-05	-3.79046e-05	-2.23566e-24	3.43605e-23	-6.10147e-23	2.8402e-23	2.07243e-24	3.51443e-24	2.73405e-23	-4.23888e-23	3.75871e-23	-2.74623e-23	1.73494e-47	1.92815e-45	5.51961e-45	2.21946e-45	7.5847e-46
H1_395_415	LHO	857001888	-3.15314e-05	-8.66606e-05	-3.79046e-05	-2.585e-23	4.05548e-23	-6.45554e-23	3.84849e-23	5.5919e-24	2.11531e-23	-2.13331e-23	1.0283e-24	-6.91492e-24	1.6472e-23	1.11567e-45	2.09979e-45	4.16846e-45	1.52891e-45	3.02597e-46
H1_395_415	LHO	857001890	-3.15315e-05	-8.66607e-05	-3.79046e-05	1.96408e-23	1.73262e-23	-3.36652e-23	1.35205e-23	1.79338e-23	-1.72908e-23	1.64847e-23	-1.15167e-23	-2.49505e-23	7.45886e-23	6.84733e-46	5.7194e-46	1.26598e-45	8.05331e-46	5.88507e-45
H1_395_415	LHO	857001892	-3.15316e-05	-8.66608e-05	-3.79046e-05	4.75968e-24	-8.88185e-24	7.30477e-26	-7.65974e-25	-8.40327e-24	1.62507e-23	-2.10728e-23	2.36085e-24	-1.3884e-23	3.9716e-23	2.8674e-46	5.22952e-46	5.57897e-48	1.93352e-46	1.64798e-45
H1_395_415	LHO	857001894	-3.15317e-05	-8.66609e-05	-3.79046e-05	9.49977e-24	-1.86838e-23	2.68504e-23	-1.48757e-23	-1.45786e-23	-1.6415e-23	2.12554e-23	-2.62254e-23	7.5763e-24	2.55046e-23	3.59698e-46	8.00875e-46	1.40871e-45	2.78688e-46	8.63019e-46
H1_395_415	LHO	857001896	-3.15317e-05	-8.6661e-05	-3.79046e-05	2.51912e-24	-2.4703e-23	2.357e-23	-6.79876e-24	3.84535e-24	1.05429e-22	-8.20287e-23	6.04388e-23	-6.70017e-23	4.97568e-23	1.11215e-44	7.33895e-45	4.2084e-45	4.53545e-45	2.49053e-45
H1_395_415	LHO	857001898	-3.15318e-05	-8.66612e-05	-3.79046e-05	2.91843e-23	4.57753e-24	1.04545e-23	-2.45584e-23	-1.58572e-23	3.30133e-23	-7.94945e-24	-2.83015e-25	1.25118e-23	-1.70486e-23	1.9416e-45	8.41475e-47	1.09377e-46	7.59663e-46	5.42107e-46
H1_395_415	LHO	857001900	-3.15319e-05	-8.66613e-05	-3.79046e-05	-2.90708e-23	4.58445e-23	-4.71058e-23	4.78493e-23	-1.94784e-23	-1.83891e-23	-2.22108e-23	4.26508e-23	-1.68762e-23	-2.21676e-23	1.18327e-45	2.59504e-45	4.03804e-45	2.57436e-45	8.70813e-46
H1_395_415	LHO	857001902	-3.1532e-05	-8.66614e-05	-3.79047e-05	-3.97643e-24	-2.28155e-23	2.35252e-23	-1.53086e-23	8.2287e-24	-1.02406e-24	-1.9512e-23	3.72112e-23	-2.98274e-23	3.02773e-23	1.68607e-47	9.01263e-46	1.93811e-45	1.12403e-45	9.84427e-46
H1_395_415	LHO	857001904	-3.15321e-05	-8.66615e-05	-3.79047e-05	1.34908e-23	1.26629e-23	-1.68582e-23	1.95882e-23	-2.12571e-23	-5.21649e-24	1.91723e-23	-2.75957e-24	1.35632e-24	2.32153e-25	2.09214e-46	5.27926e-46	2.91816e-46	3.85538e-46	4.51918e-46
H1_395_415	LHO	857001906	-3.15321e-05	-8.66616e-05	-3.79047e-05	2.87834e-23	9.04454e-24	-2.71588e-24	-3.36191e-24	-7.00566e-24	-5.69527e-23	9.16769e-24	2.97834e-23	-1.03002e-23	1.04523e-23	4.07209e-45	1.6585e-46	8.94426e-46	1.17396e-46	1.58329e-46
H1_395_415	LHO	857001908	-3.15322e-05	-8.66617e-05	-3.79047e-05	3.96619e-23	-8.29259e-23	4.16142e-23	1.76122e-23	-5.34439e-23	-5.56851e-23	1.55558e-23	1.44396e-23	-1.05922e-23	-1.59998e-25	4.67389e-45	7.11868e-45	1.94025e-45	4.22384e-46	2.85627e-45
H1_395_415	LHO	857001910	-3.15323e-05	-8.66619e-05	-3.79047e-05	-1.64944e-23	5.59592e-23	-6.26893e-23	3.41361e-23	1.64059e-23	-4.94655e-23	3.65872e-23	5.7812e-24	-6.53251e-23	6.94031e-23	2.7189e-45	4.47005e-45	3.96337e-45	5.43264e-45	5.08595e-45
H1_395_415	LHO	857001912	-3.15324e-05	-8.6662e-05	-3.79047e-05	2.03954e-24	3.02259e-23	-5.85562e-23	1.35067e-23	-3.46325e-24	-1.09986e-23	8.19531e-25	1.25074e-23	-9.48402e-24	3.28336e-23	1.25128e-46	9.14275e-46	3.58526e-45	2.72379e-46	1.09004e-45
H1_395_415	LHO	857001914	-3.15324e-05	-8.66621e-05	-3.79047e-05	4.25399e-23	-1.26535e-23	5.23977e-24	-1.36035e-23	-4.81723e-24	1.25714e-23	-7.46622e-23	8.55551e-23	-3.60045e-23	7.06645e-24	1.96768e-45	5.73456e-45	7.34714e-45	1.48138e-45	7.31404e-47
H1_395_415	LHO	857001916	-3.15325e-05	-8.66622e-05	-3.79047e-05	-5.0633e-23	1.12648e-23	-1.02978e-23	2.03689e-23	-4.64624e-24	-7.02746e-23	3.62306e-23	-9.48801e-25	9.04181e-24	-3.314e-23	7.50223e-45	1.43955e-45	1.06945e-46	4.96645e-46	1.11985e-45
H1_395_415	LHO	857001918	-3.15326e-05	-8.66623e-05	-3.79047e-05	-1.15146e-22	5.03193e-23	-1.66417e-23	1.37882e-23	2.06858e-23	-1.00843e-23	2.95828e-24	-3.22544e-23	4.44868e-23	-3.14913e-23	1.33604e-44	2.54078e-45	1.3173e-45	2.16919e-45	1.4196e-45
H1_395_415	LHO	857001920	-3.15327e-05	-8.66624e-05	-3.79047e-05	-3.17827e-23	1.66287e-23	2.07895e-23	-2.50456e-23	-7.41853e-24	3.3654e-23	1.57851e-23	-2.06203e-23	5.47021e-24	-1.26874e-23	2.14273e-45	5.25681e-46	8.57399e-46	6.57205e-46	2.16005e-46
H1_395_415	LHO	857001922	-3.15327e-05	-8.66626e-05	-3.79047e-05	-2.71343e-23	-9.23419e-24	7.79345e-24	8.52642e-25	3.85302e-23	5.87121e-24	1.95076e-23	-5.51301e-23	5.17522e-23	-4.6244e-23	7.7074e-46	4.65819e-46	3.10007e-45	2.67902e-45	3.62309e-45
H1_395_415	LHO	857001924	-3.15328e-05	-8.66627e-05	-3.79047e-05	-4.53987e-23	5.88029e-23	-2.97093e-23	7.96132e-24	1.82975e-23	2.13663e-23	6.47205e-24	-3.0009e-23	-5.37376e-24	2.9268e-23	2.51756e-45	3.49967e-45	1.78318e-45	9.226e-47	1.19142e-45
H1_395_415	LHO	857001926	-3.15329e-05	-8.66628e-05	-3.79047e-05	-8.72839e-23	3.31837e-23	1.6702e-23	-2.32467e-23	1.91615e-23	-2.8404e-23	9.53546e-24	-2.25145e-23	3.53702e-24	6.87181e-23	8.42526e-45	1.19208e-45	7.85861e-46	5.52919e-46	5.08933e-45
H1_395_415	LHO	857001928	-3.1533e-05	-8.66629e-05	-3.79047e-05	-4.47357e-23	1.7243e-23	2.0573e-23	-3.67023e-23	5.01651e-25	5.46361e-24	1.78946e-23	1.6269e-23	-4.446e-23	1.33546e-23	2.03113e-45	6.1754e-46	6.8793e-46	3.32375e-45	1.78597e-46
H1_395_415	LHO	857001930	-3.1533e-05	-8.6663e-05	-3.79047e-05	-1.30374e-23	1.38927e-23	-2.93907e-23	2.50155e-23	-1.53437e-24	3.18505e-23	-2.30008e-23	3.59763e-24	3.36397e-23	-4.25169e-23	1.18443e-45	7.22043e-46	8.76755e-46	1.75741e-45	1.81004e-45
H1_395_415	LHO	857001932	-3.15331e-05	-8.66632e-05	-3.79047e-05	4.33241e-23	-2.99953e-23	8.25102e-26	1.20914e-23	-5.5688e-24	2.32683e-23	2.111e-23	-4.24757e-23	3.94404e-23	-5.74704e-23	2.41839e-45	1.34535e-45	1.80419e-45	1.70175e-45	3.33386e-45
H1_395_415	LHO	857001934	-3.15332e-05	-8.66633e-05	-3.79047e-05	2.14214e-23	-9.12518e-24	4.4081e-24	-1.23894e-23	3.83227e-23	4.6392e-24	7.364e-24	-4.4263e-23	3.51274e-23	-4.46152e-24	4.80399e-46	1.37497e-46	1.97864e-45	1.38743e-45	1.48853e-45
H1_395_415	LHO	857001936	-3.15333e-05	-8.66634e-05	-3.79047e-05	5.83241e-23	-2.29991e-23	5.82397e-24	-9.49025e-24	-2.00353e-23	1.34092e-23	1.60105e-23	-9.4209e-24	-2.1648e-23	2.45995e-23	3.5815e-45	7.85295e-46	1.22672e-46	5.58701e-46	1.00655e-45
H1_395_415	LHO	857001938	-3.15333e-05	-8.66635e-05	-3.79047e-05	2.22713e-24	2.63655e-23	-5.24399e-23	4.32616e-23	-2.14531e-23	-1.82999e-23	6.79479e-25	-3.93887e-24	9.53252e-25	3.17255e-23	3.39848e-46	6.956e-46	2.76546e-45	1.87248e-45	1.46674e-45
H1_395_415	LHO	857001940	-3.15334e-05	-8.66636e-05	-3.79047e-05	-2.08647e-23	4.17117e-23	-7.03946e-23	6.04801e-23	-3.81849e-23	1.86315e-23	-3.45967e-24	7.02333e-24	-2.82791e-23	1.36672e-23	7.82467e-46	1.75184e-45	5.00472e-45	4.45755e-45	1.64488e-45
H1_395_415	LHO	857001942	-3.15335e-05	-8.66637e-05	-3.79047e-05	1.95026e-23	-7.05165e-24	-5.52336e-24	-6.94149e-24	4.91199e-24	-5.41092e-23	3.36148e-23	-5.03559e-23	4.34848e-23	-1.64326e-25	3.30816e-45	1.17968e-45	2.56622e-45	1.93911e-45	2.41547e-47
H1_395_415	LHO	857001944	-3.15336e-05	-8.66639e-05	-3.79047e-05	1.5346e-23	-2.43113e-23	2.14852e-24	-8.02075e-25	2.24961e-23	8.26481e-24	4.1364e-23	-5.63465e-23	2.59464e-23	-3.01518e-23	3.03808e-46	2.30202e-45	3.17954e-45	6.73858e-46	1.4152e-45
H1_395_415	LHO	857001946	-3.15336e-05	-8.6664e-05	-3.79048e-05	2.64895e-23	-1.17866e-23	-1.09031e-23	-8.76493e-24	1.02452e-23	2.58329e-23	1.86594e-23	-6.80678e-23	5.34223e-23	-2.17257e-23	1.36903e-45	4.87096e-46	4.75211e-45	2.93076e-45	5.76971e-46
H1_395_415	LHO	857001948	-3.15337e-05	-8.66641e-05	-3.79048e-05	1.73698e-23	3.02211e-23	-4.83916e-23	2.52595e-23	3.30604e-24	6.70982e-23	-3.49797e-23	5.36022e-24	-2.41039e-23	1.89963e-23	4.80387e-45	2.1369e-45	2.37048e-45	1.21904e-45	3.71789e-46
H1_395_415	LHO	857001950	-3.15338e-05	-8.66642e-05	-3.79048e-05	3.11413e-23	-6.5943e-24	-9.65663e-24	-4.16806e-23	7.38029e-23	-7.65546e-23	7.49254e-23	-6.41284e-23	3.16564e-23	-1.53884e-24	6.83039e-45	5.6573e-45	4.2057e-45	2.7394e-45	5.44924e-45
H1_395_415	LHO	857001952	-3.15339e-05	-8.66643e-05	-3.79048e-05	-2.3914e-23	3.15314e-23	-2.96726e-23	1.71969e-23	-4.06338e-24	6.3361e-23	-7.99045e-23	3.59228e-23	1.34245e-23	2.25422e-24	4.58649e-45	7.37896e-45	2.17091e-45	4.7595e-46	2.15926e-47
H1_395_415	LHO	857001954	-3.15339e-05	-8.66644e-05	-3.79048e-05	3.57465e-23	-1.78483e-23	1.69333e-23	-9.56115e-24	-9.61234e-24	-1.65715e-23	1.1651e-23	3.98529e-23	-6.72493e-23	4.12577e-23	1.55243e-45	4.54307e-46	1.87499e-45	4.61388e-45	1.7946e-45
H1_395_415	LHO	857001956	-3.1534e-05	-8.66646e-05	-3.79048e-05	-9.08587e-24	1.93129e-23	-3.88942e-23	1.539e-23	1.45175e-23	-3.06501e-23	4.82267e-24	6.84827e-24	5.22143e-24	-1.41997e-23	1.02198e-45	3.96247e-46	1.55966e-45	2.64116e-46	4.1239e-46
H1_395_415	LHO	857001958	-3.15341e-05	-8.66647e-05	-3.79048e-05	-4.5993e-23	3.71072e-23	-2.98286e-23	2.31653e-24	1.74106e-23	-2.67444e-23	5.87608e-24	3.54437e-25	1.42302e-23	-1.17615e-23	2.83062e-45	1.41147e-45	8.89869e-46	2.07866e-46	4.41462e-46
H1_395_415	LHO	857001960	-3.15342e-05	-8.66648e-05	-3.79048e-05	-5.10889e-25	-1.23012e-23	-3.42478e-24	1.09663e-23	-1.98205e-23	2.34244e-23	5.07824e-24	-1.58e-23	3.61539e-23	-5.7841e-23	5.48963e-46	1.77108e-46	2.6137e-46	1.42736e-45	3.73844e-45
H1_395_415	LHO	857001962	-3.15342e-05	-8.66649e-05	-3.79048e-05	3.42442e-23	2.40608e-23	-5.18445e-23	6.05213e-23	-4.7263e-24	-3.68701e-23	3.82977e-23	-3.53064e-23	2.10835e-24	3.19557e-23	2.53207e-45	2.04564e-45	3.9344e-45	3.66727e-45	1.0435e-45
H1_395_415	LHO	857001964	-3.15343e-05	-8.6665e-05	-3.79048e-05	-7.55745e-23	-1.46301e-23	2.97635e-23	-2.03615e-23	-2.16973e-23	7.63453e-24	-8.49813e-24	-5.1139e-23	4.54995e-23	-1.30302e-23	5.7698e-45	2.86259e-46	3.50107e-45	2.4848e-45	6.40559e-46
H1_395_415	LHO	857001966	-3.15344e-05	-8.66652e-05	-3.79048e-05	-1.17831e-23	1.5154e-23	1.09433e-23	2.0888e-23	-4.06155e-23	6.40649e-23	2.57963e-23	-7.09335e-23	4.20007e-23	6.47239e-24	4.24315e-45	8.95094e-46	5.15132e-45	2.20037e-45	1.69151e-45
H1_395_415	LHO	857001968	-3.15345e-05	-8.66653e-05	-3.79048e-05	-8.59952e-25	-1.44303e-23	1.54363e-23	1.58866e-23	-6.16735e-23	6.75436e-23	-2.88795e-23	-2.14279e-23	1.65696e-24	-6.26433e-24	4.56288e-45	1.04226e-45	6.97434e-46	2.55129e-46	3.84286e-45
H1_395_415	LHO	857001970	-3.15345e-05	-8.66654e-05	-3.79048e-05	-2.27564e-23	4.5415e-23	-8.17084e-24	-1.14802e-23	-9.4427e-25	5.07643e-23	-2.24867e-23	-1.54971e-24	5.67132e-24	-2.26304e-23	3.09487e-45	2.56817e-45	6.91642e-47	1.63958e-46	5.13028e-46
H1_395_415	LHO	857001972	-3.15346e-05	-8.66655e-05	-3.79048e-05	5.54722e-23	-5.64143e-23	5.53749e-23	-5.6719e-23	4.91113e-23	2.50316e-23	-7.61613e-24	1.11483e-23	1.84359e-23	-6.06678e-23	3.70375e-45	3.24058e-45	3.19067e-45	3.55693e-45	6.0925e-45
H1_395_415	LHO	857001974	-3.15347e-05	-8.66656e-05	-3.79048e-05	1.02252e-23	5.49686e-24	-2.51796e-23	3.10625e-23	-1.94909e-23	-3.22524e-23	1.3728e-23	-1.12506e-24	1.17603e-23	-1.63572e-23	1.14477e-45	2.18672e-46	6.35277e-46	1.10318e-45	6.47453e-46
H1_395_415	LHO	857001976	-3.15348e-05	-8.66658e-05	-3.79048e-05	2.09557e-23	-3.84785e-23	2.36084e-23	-1.4916e-23	4.7487e-23	-4.02549e-24	-3.09888e-24	-1.4738e-23	4.35867e-24	-9.32866e-24	4.55347e-46	1.4902e-45	7.74564e-46	2.41486e-46	2.34204e-45
H1_395_415	LHO	857001978	-3.15348e-05	-8.66659e-05	-3.79048e-05	-6.74333e-23	4.60419e-23	-6.83954e-24	-1.27056e-23	1.24633e-23	-4.44705e-24	3.23968e-23	-6.41591e-23	5.2002e-23	-2.64195e-24	4.56703e-45	3.16941e-45	4.16317e-45	2.86564e-45	1.62314e-46
H1_395_415	LHO	857001980	-3.15349e-05	-8.6666e-05	-3.79048e-05	-4.30779e-23	3.45777e-23	-3.61553e-24	1.03636e-24	-2.96862e-23	7.68616e-24	-2.68886e-24	1.13222e-23	-9.0534e-24	-1.78437e-24	1.91478e-45	1.20285e-45	1.41265e-46	8.3038e-47	8.84454e-46
H1_395_415	LHO	857001982	-3.1535e-05	-8.66661e-05	-3.79048e-05	5.23417e-23	-4.01765e-23	2.39555e-23	-1.09883e-23	3.02805e-23	1.15518e-23	-1.75625e-23	4.27734e-23	-5.03593e-23	3.70102e-23	2.8731e-45	1.92259e-45	2.40343e-45	2.6568e-45	2.28666e-45
H1_395_415	LHO	857001984	-3.15351e-05	-8.66662e-05	-3.79048e-05	1.91244e-23	-6.2666e-24	-1.15301e-23	-1.13955e-23	3.02259e-23	-2.75994e-24	1.10075e-23	1.22696e-24	-1.67772e-23	2.0613e-23	3.73362e-46	1.60435e-46	1.34449e-46	4.11333e-46	1.3385e-45
H1_395_415	LHO	857001986	-3.15351e-05	-8.66663e-05	-3.79048e-05	2.66403e-23	-1.31396e-24	-3.1528e-23	9.3615e-24	1.4775e-23	-2.15872e-23	1.59667e-23	-1.54726e-23	1.03897e-23	-8.45319e-24	1.17571e-45	2.56663e-46	1.23342e-45	1.95583e-46	2.89757e-46
H1_395_415	LHO	857001988	-3.15352e-05	-8.66665e-05	-3.79049e-05	3.42882e-23	-2.30048e-23	-5.51198e-24	2.15255e-23	-4.11857e-23	1.49649e-25	6.12633e-24	-3.96633e-23	5.165e-23	-3.76307e-24	1.1757e-45	5.66755e-46	1.60356e-45	3.13107e-45	1.71042e-45
H1_395_415	LHO	857001990	-3.15353e-05	-8.66666e-05	-3.79049e-05	-2.74328e-23	2.74838e-23	-8.23418e-24	7.00959e-24	-1.51965e-23	3.6416e-23	-2.99378e-23	1.72248e-23	-1.67991e-23	-2.22098e-23	2.07868e-45	1.65163e-45	3.64494e-46	3.31343e-46	7.24206e-46
H1_395_415	LHO	857001992	-3.15354e-05	-8.66667e-05	-3.79049e-05	7.50347e-24	1.90324e-23	-1.56338e-23	-1.98347e-24	-2.39476e-24	5.38587e-24	2.51108e-24	2.47701e-23	-1.62348e-23	-3.17236e-24	8.53097e-47	3.68539e-46	8.57971e-46	2.67502e-46	1.57988e-47
H1_395_415	LHO	857001994	-3.15354e-05	-8.66668e-05	-3.79049e-05	2.48449e-23	-7.24918e-23	6.89762e-23	-3.7646e-23	2.75335e-23	2.7459e-23	-8.20433e-23	5.44474e-23	-3.97069e-24	-4.34235e-24	1.37127e-45	1.19862e-44	7.72224e-45	1.43299e-45	7.76948e-46
H1_395_415	LHO	857001996	-3.15355e-05	-8.66669e-05	-3.79049e-05	-4.47595e-23	4.92984e-23	-2.92435e-23	1.64698e-23	-2.77108e-23	-2.26562e-23	7.0198e-23	-2.91122e-23	-6.82255e-24	-9.91751e-24	2.51672e-45	7.35809e-45	1.70271e-45	3.17802e-46	8.66246e-46
H1_395_415	LHO	857001998	-3.15356e-05	-8.66671e-05	-3.79049e-05	3.6779e-24	1.48681e-22	-7.03049e-23	-8.63954e-23	8.84176e-24	-9.41519e-23	-2.12835e-23	1.31929e-22	1.63939e-23	-1.82711e-22	8.87812e-45	2.25592e-44	2.23481e-44	7.73292e-45	3.34615e-44
H1_395_415	LHO	857002000	-3.15357e-05	-8.66672e-05	-3.79049e-05	8.2933e-24	-1.06778e-22	-5.26873e-23	1.3944e-22	4.12052e-23	-7.65209e-23	-5.2066e-24	9.59941e-23	4.4829e-23	-1.71278e-22	5.92422e-45	1.14286e-44	1.19908e-44	2.1453e-44	3.10341e-44
H1_395_415	LHO	857002002	-3.15357e-05	-8.66673e-05	-3.79049e-05	-3.26199e-23	4.07888e-23	-6.31726e-23	6.28335e-23	-3.61931e-23	2.8398e-23	-4.03073e-23	-8.38849e-24	1.69353e-23	6.91859e-24	1.8705e-45	3.2884e-45	4.06115e-45	4.23485e-45	1.35781e-45
H1_395_415	LHO	857002004	-3.15358e-05	-8.66674e-05	-3.79049e-05	-4.81714e-23	9.67007e-24	3.46504e-23	-1.45759e-23	-3.75762e-23	3.33867e-23	-1.59333e-23	-3.83479e-23	4.68486e-23	-1.31617e-23	3.43515e-45	3.47379e-46	2.67121e-45	2.40725e-45	1.5852e-45
H1_395_415	LHO	857002006	-3.15359e-05	-8.66675e-05	-3.79049e-05	-3.77454e-23	2.22372e-23	2.68105e-23	-2.46281e-23	5.90071e-24	3.05858e-23	1.28603e-23	9.9682e-25	-1.08676e-23	-2.25225e-23	2.36021e-45	6.5988e-46	7.19795e-46	7.24647e-46	5.4208e-46
H1_395_415	LHO	857002008	-3.1536e-05	-8.66676e-05	-3.79049e-05	-2.5271e-23	2.36134e-23	-3.20519e-23	3.63761e-23	-2.82261e-23	2.75844e-23	-4.15199e-23	4.6458e-23	-2.78904e-23	-1.06626e-24	1.39952e-45	2.2815e-45	3.18568e-45	2.10109e-45	7.97852e-46
H1_395_415	LHO	857002010	-3.1536e-05	-8.66678e-05	-3.79049e-05	8.92261e-24	4.36368e-24	-1.55794e-23	3.16159e-23	-3.00103e-23	1.51876e-23	-8.01444e-24	2.62881e-24	4.12732e-25	1.97979e-23	3.10275e-46	8.3273e-47	2.49629e-46	9.99733e-46	1.29258e-45
H1_395_415	LHO	857002012	-3.15361e-05	-8.66679e-05	-3.79049e-05	-5.22919e-23	5.08799e-23	-1.90218e-23	3.05293e-23	-4.12365e-23	-1.95817e-23	-1.05433e-23	8.7927e-24	-5.86514e-24	2.14875e-23	3.11788e-45	2.69992e-45	4.39139e-46	9.66437e-46	2.16216e-45
H1_395_415	LHO	857002014	-3.15362e-05	-8.6668e-05	-3.79049e-05	-3.97318e-23	2.15653e-24	5.10958e-24	3.35111e-23	-2.99293e-23	-3.01487e-23	4.08035e-23	-1.23005e-23	-3.38914e-23	6.14369e-23	2.48756e-45	1.66958e-45	1.7741e-46	2.27162e-45	4.67026e-45
H1_395_415	LHO	857002016	-3.15363e-05	-8.66681e-05	-3.79049e-05	4.985e-23	-4.31526e-23	2.11126e-23	-2.76281e-23	-1.23004e-23	-4.83112e-23	6.2094e-23	-3.25895e-23	-3.30339e-23	6.75962e-23	4.81899e-45	5.71781e-45	1.50782e-45	1.85455e-45	4.72054e-45
H1_395_415	LHO	857002018	-3.15363e-05	-8.66682e-05	-3.79049e-05	-1.82274e-23	6.05934e-23	-4.85549e-23	1.45426e-24	9.01442e-24	1.16956e-23	-5.80014e-23	4.19972e-23	4.45009e-24	-4.31585e-23	4.69026e-46	7.03572e-45	4.12135e-45	2.19182e-47	1.94392e-45
H1_395_415	LHO	857002020	-3.15364e-05	-8.66684e-05	-3.79049e-05	-1.88486e-23	-1.7672e-23	5.53757e-24	1.93125e-23	-1.86918e-23	-2.90944e-23	8.11331e-24	4.33403e-24	1.54274e-23	-2.45473e-23	1.20175e-45	3.78126e-46	4.94484e-47	6.10979e-46	9.51953e-46
H1_395_415	LHO	857002022	-3.15365e-05	-8.66685e-05	-3.79049e-05	-4.63739e-23	3.95292e-23	-1.42265e-23	-1.47888e-24	1.00012e-23	-2.13291e-23	5.20958e-23	-5.61381e-23	6.41352e-23	-7.02842e-23	2.60546e-45	4.27653e-45	3.35388e-45	4.11552e-45	5.03989e-45
H1_395_415	LHO	857002024	-3.15366e-05	-8.66686e-05	-3.79049e-05	1.91152e-23	-2.00437e-23	4.51016e-24	-9.92749e-24	2.36988e-23	1.15308e-23	-1.48467e-23	1.85277e-23	-1.71876e-23	-3.03994e-23	4.98352e-46	6.22175e-46	3.63617e-46	3.93967e-46	1.48576e-45
H1_395_415	LHO	857002026	-3.15366e-05	-8.66687e-05	-3.79049e-05	-3.01996e-23	6.57489e-23	-6.77139e-23	6.44001e-24	6.62113e-23	-6.32763e-24	2.49533e-23	-6.99717e-24	-9.2027e-24	2.43107e-23	9.52055e-46	4.94559e-45	4.63414e-45	1.26164e-46	4.97495e-45
H1_395_415	LHO	857002028	-3.15367e-05	-8.66688e-05	-3.79049e-05	2.83012e-23	-2.81525e-23	-3.93123e-24	-2.4075e-23	2.67419e-23	-3.57364e-23	2.10347e-23	-2.46912e-23	4.41979e-23	-3.34463e-23	2.07805e-45	1.23502e-45	6.25109e-46	2.53306e-45	1.83378e-45
H1_395_415	LHO	857002030	-3.15368e-05	-8.6669e-05	-3.79049e-05	4.45537e-23	-1.70602e-23	-1.63361e-23	4.12352e-23	-2.97423e-23	1.13873e-23	-3.51093e-24	-2.29333e-23	3.65181e-23	-2.21568e-23	2.1147e-45	3.03378e-46	7.92805e-46	3.03391e-45	1.37553e-45
H1_395_415	LHO	857002032	-3.15369e-05	-8.66691e-05	-3.7905e-05	7.18371e-24	-2.65054e-24	5.4755e-23	-7.45972e-23	4.25277e-23	-5.19439e-24	-2.45578e-23	3.47371e-23	-1.52364e-23	1.09706e-24	7.85874e-47	6.10112e-46	4.20478e-45	5.79689e-45	1.80981e-45
H1_395_415	LHO	857002034	-3.15369e-05	-8.66692e-05	-3.7905e-05	1.66201e-23	-3.99996e-23	2.70667e-23	3.78957e-23	-5.98184e-23	4.55381e-24	-3.59966e-23	7.03115e-23	-5.36013e-23	5.21913e-23	2.96964e-46	2.89572e-45	5.67631e-45	4.30919e-45	6.30217e-45
H1_395_415	LHO	857002036	-3.1537e-05	-8.66693e-05	-3.7905e-05	-3.64278e-24	-2.0128e-23	3.02734e-23	-2.0083e-23	-5.40994e-24	-2.93928e-23	1.55368e-23	1.15283e-23	-3.7714e-23	1.00657e-23	8.77208e-46	6.46528e-46	1.04938e-45	1.82567e-45	1.30586e-46
H1_395_415	LHO	857002038	-3.15371e-05	-8.66694e-05	-3.7905e-05	-5.63858e-24	1.68945e-24	-3.81762e-24	-3.26592e-24	3.56668e-24	1.15537e-23	2.70557e-23	-5.07592e-23	7.45954e-23	-7.75311e-23	1.65281e-46	7.34864e-46	2.59107e-45	5.57514e-45	6.0238e-45
H1_395_415	LHO	857002040	-3.15372e-05	-8.66695e-05	-3.7905e-05	5.03401e-23	-2.37707e-23	1.17834e-23	1.61525e-23	-1.31419e-23	4.22188e-24	-1.82175e-23	5.40378e-24	-3.89737e-24	1.12054e-23	2.55195e-45	8.96924e-46	1.68049e-46	2.76092e-46	2.98269e-46
H1_395_415	LHO	857002042	-3.15372e-05	-8.66697e-05	-3.7905e-05	4.91043e-24	-2.25748e-23	5.03698e-23	-7.85947e-23	5.76047e-23	2.01317e-23	-1.06872e-24	1.89493e-23	-2.31458e-23	-3.85117e-24	4.29399e-46	5.10765e-46	2.89619e-45	6.71286e-45	3.33314e-45
H1_395_415	LHO	857002044	-3.15373e-05	-8.66698e-05	-3.7905e-05	6.52748e-24	-9.64928e-24	-3.07838e-24	6.39792e-24	9.41773e-24	4.3109e-23	-6.95943e-23	6.74846e-23	-3.04503e-23	2.26214e-23	1.90099e-45	4.93648e-45	4.56365e-45	9.68154e-46	6.00421e-46
