Dataset	Detector	GPS	dopplerX	dopplerY	dopplerZ	R1598	R1599	R1600	R1601	R1602	I1598	I1599	I1600	I1601	I1602	P1598	P1599	P1600	P1601	P1602
H1_395_415	LHO	857018850	-3.14529e-05	-8.79684e-05	-3.79441e-05	-1.8793e-23	1.89726e-23	-2.56758e-24	-7.33042e-24	-1.71867e-23	-1.38011e-23	9.68678e-25	-2.48892e-23	8.40043e-24	3.84138e-23	5.43646e-46	3.60898e-46	6.26067e-46	1.24302e-46	1.771e-45
H1_395_415	LHO	857018852	-3.14528e-05	-8.79686e-05	-3.79441e-05	-2.17569e-23	1.4923e-23	-1.01432e-23	1.77331e-23	6.49323e-24	-1.47407e-23	2.7234e-23	-1.47812e-23	-2.20554e-23	2.91144e-23	6.90654e-46	9.64386e-46	3.21367e-46	8.00904e-46	8.89808e-46
H1_395_415	LHO	857018854	-3.14527e-05	-8.79687e-05	-3.79441e-05	2.9855e-25	-4.61041e-23	7.68153e-23	-7.39952e-23	3.06087e-23	3.9474e-23	-4.61973e-23	1.46763e-23	-3.38478e-24	3.45209e-23	1.55829e-45	4.25978e-45	6.11598e-45	5.48674e-45	2.12859e-45
H1_395_415	LHO	857018856	-3.14526e-05	-8.79689e-05	-3.79441e-05	-2.70042e-24	-1.20065e-23	2.18438e-23	2.69834e-23	-2.12825e-23	4.91483e-23	-3.25166e-23	2.25498e-23	-5.67923e-23	6.23892e-23	2.42284e-45	1.20149e-45	9.85644e-46	3.95348e-45	4.34535e-45
H1_395_415	LHO	857018858	-3.14525e-05	-8.7969e-05	-3.79441e-05	-9.99214e-24	7.16711e-24	2.27242e-23	-4.6198e-23	7.32441e-24	-1.56063e-23	6.08276e-23	-5.57743e-23	1.39494e-23	2.38329e-23	3.43399e-46	3.75137e-45	3.62716e-45	2.32884e-45	6.21652e-46
H1_395_415	LHO	857018860	-3.14524e-05	-8.79692e-05	-3.79441e-05	6.68452e-24	1.81804e-23	-3.849e-23	2.8354e-23	-1.9284e-23	7.94037e-24	-1.25108e-23	1.85769e-23	-5.92131e-24	-1.86006e-23	1.07732e-46	4.87046e-46	1.82658e-45	8.3901e-46	7.17854e-46
H1_395_415	LHO	857018862	-3.14523e-05	-8.79693e-05	-3.79441e-05	5.61467e-23	-4.74567e-23	1.28828e-23	2.29314e-24	1.36996e-23	-1.57584e-23	-2.88865e-24	-6.21078e-24	1.12889e-23	-9.57603e-24	3.40078e-45	2.26049e-45	2.0454e-46	1.32697e-46	2.79379e-46
H1_395_415	LHO	857018864	-3.14522e-05	-8.79695e-05	-3.79441e-05	-1.45117e-23	2.66527e-23	-1.51161e-23	-1.97799e-23	3.11883e-23	1.79597e-23	-8.07709e-24	1.07837e-23	-2.46835e-23	1.22718e-23	5.33141e-46	7.75606e-46	3.44785e-46	1.00052e-45	1.1233e-45
H1_395_415	LHO	857018866	-3.14521e-05	-8.79697e-05	-3.79441e-05	-3.92624e-23	4.79793e-23	-4.9203e-23	2.19382e-23	1.23468e-23	2.18584e-23	-3.54894e-23	3.29641e-23	-1.77298e-23	6.05334e-24	2.01933e-45	3.56151e-45	3.50757e-45	7.95632e-46	1.89087e-46
H1_395_415	LHO	857018868	-3.1452e-05	-8.79698e-05	-3.79441e-05	-5.07899e-23	1.77785e-23	1.29275e-23	-3.85074e-23	5.20863e-23	-4.10011e-23	1.82564e-23	-9.72654e-24	2.26195e-23	-1.26318e-23	4.2607e-45	6.49374e-46	2.61725e-46	1.99446e-45	2.87254e-45
H1_395_415	LHO	857018870	-3.14519e-05	-8.797e-05	-3.79441e-05	-1.85253e-23	1.71347e-23	1.39427e-23	3.71837e-24	-9.53223e-24	-2.90851e-23	-4.21575e-24	2.82959e-23	-1.33107e-23	4.20293e-23	1.18913e-45	3.11372e-46	9.95053e-46	1.91001e-46	1.85733e-45
H1_395_415	LHO	857018872	-3.14518e-05	-8.79701e-05	-3.79441e-05	3.64192e-23	-8.64549e-23	4.80383e-23	5.25745e-24	-2.21078e-23	-3.21373e-24	3.68514e-23	-9.26706e-24	-3.82908e-23	2.79291e-23	1.33669e-45	8.83248e-45	2.39356e-45	1.49382e-45	1.26879e-45
H1_395_415	LHO	857018874	-3.14517e-05	-8.79703e-05	-3.79441e-05	5.06007e-23	4.01416e-24	2.84948e-24	-4.05769e-23	3.40582e-23	4.07749e-23	-4.13936e-23	1.89938e-23	-2.8428e-23	4.36588e-23	4.22303e-45	1.72955e-45	3.68885e-46	2.45464e-45	3.06605e-45
H1_395_415	LHO	857018876	-3.14515e-05	-8.79704e-05	-3.79441e-05	5.58404e-24	-2.64876e-23	5.69874e-24	-1.83676e-25	2.28119e-23	1.87329e-23	-2.03649e-23	2.19507e-23	-3.07327e-23	5.27074e-23	3.82105e-46	1.11632e-45	5.1431e-46	9.44535e-46	3.29846e-45
H1_395_415	LHO	857018878	-3.14514e-05	-8.79706e-05	-3.79441e-05	-1.22451e-23	2.8095e-23	-3.17324e-23	3.85632e-23	-7.56097e-23	5.05666e-23	-3.29717e-23	-4.33164e-24	1.49082e-23	-1.96037e-23	2.70693e-45	1.87647e-45	1.02571e-45	1.70937e-45	6.10113e-45
H1_395_415	LHO	857018880	-3.14513e-05	-8.79707e-05	-3.79441e-05	-9.5099e-24	4.47567e-23	-4.33695e-23	1.48535e-23	-6.65784e-24	-1.74717e-24	4.13699e-23	-1.87875e-23	1.60971e-23	-4.28776e-23	9.34908e-47	3.71463e-45	2.23388e-45	4.79741e-46	1.88282e-45
H1_395_415	LHO	857018882	-3.14512e-05	-8.79709e-05	-3.79441e-05	2.4976e-23	1.77231e-23	-4.46848e-23	2.85792e-23	-1.80221e-23	3.42161e-24	-5.96837e-23	7.3513e-23	-2.14418e-23	-1.18264e-23	6.3551e-46	3.87625e-45	7.4009e-45	1.27653e-45	4.64658e-46
H1_395_415	LHO	857018884	-3.14511e-05	-8.7971e-05	-3.79441e-05	-2.29316e-23	-1.40396e-23	-1.99972e-23	5.8777e-23	-4.70866e-23	1.46244e-23	-1.83585e-23	7.04001e-25	2.5163e-23	-4.28974e-23	7.39732e-46	5.34146e-46	4.00384e-46	4.08791e-45	4.05734e-45
H1_395_415	LHO	857018886	-3.1451e-05	-8.79712e-05	-3.79441e-05	6.01728e-24	1.23447e-23	3.44498e-23	-4.3485e-23	1.39108e-23	-3.51243e-24	1.5181e-23	-3.09861e-23	4.10297e-23	-4.0449e-23	4.85448e-47	3.82855e-46	2.14692e-45	3.57438e-45	1.82963e-45
H1_395_415	LHO	857018888	-3.14509e-05	-8.79713e-05	-3.79442e-05	-1.69491e-23	-2.3902e-23	5.40413e-23	-3.83477e-23	6.79248e-24	-3.1701e-23	-3.48448e-24	4.07474e-23	-2.14303e-23	5.66557e-24	1.29222e-45	5.83448e-46	4.58082e-45	1.92981e-45	7.82365e-47
H1_395_415	LHO	857018890	-3.14508e-05	-8.79715e-05	-3.79442e-05	-5.72798e-23	3.07283e-23	-8.85977e-24	2.7687e-23	-4.60658e-23	-9.16885e-24	-2.51384e-23	4.45022e-23	-4.12773e-24	-3.37091e-23	3.36504e-45	1.57617e-45	2.05894e-45	7.83606e-46	3.25836e-45
H1_395_415	LHO	857018892	-3.14507e-05	-8.79716e-05	-3.79442e-05	-3.16243e-23	1.86445e-23	-8.8798e-24	4.97729e-24	1.46197e-23	5.84956e-24	8.39844e-24	2.36878e-23	-5.02362e-24	-4.50432e-23	1.03432e-45	4.18153e-46	6.39964e-46	5.00101e-47	2.24262e-45
H1_395_415	LHO	857018894	-3.14506e-05	-8.79718e-05	-3.79442e-05	1.03966e-23	1.52321e-23	-4.41739e-23	5.92955e-23	-5.66114e-23	1.58107e-23	-3.32969e-23	3.25777e-23	-4.24702e-24	-1.38611e-23	3.58068e-46	1.3407e-45	3.01264e-45	3.53399e-45	3.39698e-45
H1_395_415	LHO	857018896	-3.14505e-05	-8.7972e-05	-3.79442e-05	-3.00244e-23	7.18803e-25	1.61278e-23	-9.62279e-24	-3.19123e-24	-6.60076e-24	-5.75611e-24	-7.62836e-24	2.56844e-23	-3.18877e-23	9.45038e-46	3.36495e-47	3.18298e-46	7.52285e-46	1.02701e-45
H1_395_415	LHO	857018898	-3.14504e-05	-8.79721e-05	-3.79442e-05	-1.80515e-23	-1.0147e-23	-3.30228e-25	5.54275e-23	-4.35755e-23	1.63517e-23	4.60277e-23	-8.9663e-23	7.12209e-23	-3.88845e-23	5.93233e-46	2.22151e-45	8.03957e-45	8.14462e-45	3.41083e-45
H1_395_415	LHO	857018900	-3.14503e-05	-8.79723e-05	-3.79442e-05	-1.85583e-23	1.82722e-23	4.9182e-23	-5.48705e-23	-9.7232e-24	1.22229e-23	-7.08683e-24	-1.43019e-23	-6.31982e-24	3.83027e-23	4.93811e-46	3.84097e-46	2.62342e-45	3.05071e-45	1.56164e-45
H1_395_415	LHO	857018902	-3.14502e-05	-8.79724e-05	-3.79442e-05	8.05104e-24	-4.10794e-23	6.56224e-23	-6.29963e-23	3.44096e-23	-4.35198e-25	-1.46081e-23	6.01811e-23	-5.68101e-23	-1.84727e-24	6.50087e-47	1.90092e-45	7.92806e-45	7.19592e-45	1.18743e-45
H1_395_415	LHO	857018904	-3.14501e-05	-8.79726e-05	-3.79442e-05	2.90536e-23	-1.88335e-23	-2.17328e-23	5.07386e-23	-4.88958e-23	1.42371e-23	3.44755e-24	-1.61932e-23	4.93502e-23	-6.01931e-23	1.04681e-45	3.66584e-46	7.34533e-46	5.00985e-45	6.014e-45
H1_395_415	LHO	857018906	-3.145e-05	-8.79727e-05	-3.79442e-05	1.12915e-24	4.5879e-23	-5.21147e-23	2.02068e-23	2.70053e-23	1.33212e-23	6.41176e-24	1.52191e-23	-3.22514e-23	2.10287e-23	1.78731e-46	2.14599e-45	2.94757e-45	1.44847e-45	1.17149e-45
H1_395_415	LHO	857018908	-3.14499e-05	-8.79729e-05	-3.79442e-05	5.30774e-23	-3.71517e-23	-1.61401e-23	2.84536e-23	-4.15736e-23	3.82683e-23	-6.54322e-23	5.79498e-23	-4.57816e-23	6.42091e-23	4.28168e-45	5.66161e-45	3.61869e-45	2.90556e-45	5.85118e-45
H1_395_415	LHO	857018910	-3.14498e-05	-8.7973e-05	-3.79442e-05	2.62517e-24	1.94006e-24	1.14242e-23	-2.47878e-23	-3.64937e-24	-1.15901e-23	-7.42041e-24	-2.41302e-24	1.84633e-23	-4.58567e-23	1.41223e-46	5.88264e-47	1.36335e-46	9.5533e-46	2.11616e-45
H1_395_415	LHO	857018912	-3.14497e-05	-8.79732e-05	-3.79442e-05	-5.13486e-25	8.65157e-24	5.5412e-24	-4.16589e-24	-2.30126e-24	4.14332e-24	2.71016e-23	-3.4156e-23	9.45208e-23	-1.19349e-22	1.74307e-47	8.09347e-46	1.19734e-45	8.95154e-45	1.42494e-44
H1_395_415	LHO	857018914	-3.14496e-05	-8.79733e-05	-3.79442e-05	5.81094e-23	-5.87976e-23	-4.22949e-24	6.55487e-23	-5.47355e-23	9.34639e-24	-6.19689e-24	1.16485e-23	-2.01731e-23	-1.14722e-23	3.46405e-45	3.49556e-45	1.53577e-46	4.70358e-45	3.12758e-45
H1_395_415	LHO	857018916	-3.14495e-05	-8.79735e-05	-3.79442e-05	1.56819e-23	1.86125e-23	2.00129e-23	-7.49284e-23	2.87079e-23	3.09425e-23	-2.55325e-23	1.35765e-23	1.91609e-23	-3.99444e-23	1.20336e-45	9.98338e-46	5.84836e-46	5.98141e-45	2.4197e-45
H1_395_415	LHO	857018918	-3.14494e-05	-8.79736e-05	-3.79442e-05	8.228e-23	-7.15677e-23	2.49774e-23	3.11526e-23	-3.96535e-23	2.94827e-23	-5.26823e-23	6.63232e-23	-9.76687e-24	-2.13454e-23	7.63924e-45	7.89736e-45	5.02264e-45	1.06588e-45	2.02802e-45
H1_395_415	LHO	857018920	-3.14493e-05	-8.79738e-05	-3.79442e-05	8.43656e-23	-6.28961e-23	2.22717e-23	1.58826e-23	-4.34685e-23	2.46478e-23	1.11076e-23	-1.87265e-23	2.36342e-23	-5.97851e-23	7.72508e-45	4.07929e-45	8.46711e-46	8.10833e-46	5.46377e-45
H1_395_415	LHO	857018922	-3.14492e-05	-8.79739e-05	-3.79442e-05	2.75901e-23	-6.39024e-24	-2.63991e-23	3.05785e-23	-2.41251e-23	2.656e-23	-2.28345e-24	-3.16815e-23	3.21172e-23	-3.78439e-23	1.46665e-45	4.60493e-47	1.70063e-45	1.96656e-45	2.01418e-45
H1_395_415	LHO	857018924	-3.14491e-05	-8.79741e-05	-3.79442e-05	-2.67327e-23	3.27538e-23	-8.42922e-24	-5.44438e-24	6.7693e-25	2.38704e-23	-3.49021e-23	-8.50485e-24	3.96795e-23	-4.80231e-23	1.28443e-45	2.29097e-45	1.43384e-46	1.6041e-45	2.30667e-45
H1_395_415	LHO	857018926	-3.1449e-05	-8.79742e-05	-3.79442e-05	-2.61293e-23	-1.3182e-23	3.81497e-23	-1.42057e-23	-1.70956e-23	2.44858e-23	-3.81902e-26	-2.02119e-23	5.07213e-23	-7.92174e-23	1.2823e-45	1.73767e-46	1.86392e-45	2.77445e-45	6.56765e-45
H1_395_415	LHO	857018928	-3.14489e-05	-8.79744e-05	-3.79442e-05	-3.17363e-24	2.04601e-23	-7.32953e-24	1.45498e-23	3.94493e-24	9.96173e-24	2.12291e-23	-1.18481e-23	1.36841e-23	-2.819e-23	1.09308e-46	8.69291e-46	1.94099e-46	3.9895e-46	8.10238e-46
H1_395_415	LHO	857018930	-3.14488e-05	-8.79745e-05	-3.79442e-05	2.14121e-24	1.98159e-23	-2.23696e-23	7.83725e-24	-2.10175e-23	-2.67028e-23	-6.43193e-24	3.65603e-23	-2.63491e-23	-1.06615e-23	7.17624e-46	4.3404e-46	1.83706e-45	7.55695e-46	5.55404e-46
H1_395_415	LHO	857018932	-3.14487e-05	-8.79747e-05	-3.79443e-05	-1.53194e-23	2.70692e-23	-5.33234e-23	2.57797e-23	-4.26508e-24	-5.40398e-23	2.75966e-23	2.43978e-23	-1.8224e-23	-1.31373e-24	3.15498e-45	1.49431e-45	3.43864e-45	9.96705e-46	1.99168e-47
H1_395_415	LHO	857018934	-3.14486e-05	-8.79749e-05	-3.79443e-05	4.16006e-23	-1.4851e-23	-3.19306e-23	4.06729e-23	-8.57132e-24	-2.84825e-23	1.4221e-23	-3.01463e-23	6.58716e-23	-6.01712e-23	2.54186e-45	4.22789e-46	1.92837e-45	5.99335e-45	3.69405e-45
H1_395_415	LHO	857018936	-3.14485e-05	-8.7975e-05	-3.79443e-05	1.52464e-23	-3.54684e-23	2.00017e-23	8.99596e-24	-1.65717e-23	-1.04716e-23	8.87235e-24	-3.13831e-23	7.37039e-24	1.24693e-23	3.42109e-46	1.33673e-45	1.38497e-45	1.3525e-46	4.30105e-46
H1_395_415	LHO	857018938	-3.14484e-05	-8.79752e-05	-3.79443e-05	-5.47483e-23	4.53636e-23	1.12323e-23	-3.90915e-23	3.08512e-23	-1.04624e-23	1.85237e-23	-3.21766e-23	1.79475e-23	1.49318e-24	3.10684e-45	2.40098e-45	1.1615e-45	1.85026e-45	9.54028e-46
H1_395_415	LHO	857018940	-3.14483e-05	-8.79753e-05	-3.79443e-05	2.71634e-23	1.90582e-23	-1.94528e-23	2.02186e-23	5.46546e-24	-7.03371e-23	6.00744e-23	3.59537e-24	-3.37035e-23	5.75906e-23	5.68516e-45	3.97215e-45	3.91338e-46	1.54472e-45	3.34655e-45
H1_395_415	LHO	857018942	-3.14482e-05	-8.79755e-05	-3.79443e-05	1.69609e-23	-5.57776e-23	4.13278e-23	-3.22807e-23	7.57625e-24	-6.43879e-23	-4.72292e-24	2.9409e-23	-2.77129e-23	3.43487e-23	4.43348e-45	3.13345e-45	2.57288e-45	1.81005e-45	1.23723e-45
H1_395_415	LHO	857018944	-3.14481e-05	-8.79756e-05	-3.79443e-05	-8.7917e-24	7.92248e-24	-2.17551e-23	2.37009e-23	-2.75078e-23	4.33683e-23	-1.1078e-23	2.21411e-23	-3.46213e-23	2.00569e-23	1.9581e-45	1.85488e-46	9.63513e-46	1.76037e-45	1.15896e-45
H1_395_415	LHO	857018946	-3.1448e-05	-8.79758e-05	-3.79443e-05	-2.57691e-23	3.59291e-23	-1.12636e-23	-1.22039e-23	1.70231e-23	4.28266e-23	-8.62554e-23	6.72913e-23	-2.99119e-23	1.3605e-23	2.49816e-45	8.73089e-45	4.65498e-45	1.04366e-45	4.74883e-46
H1_395_415	LHO	857018948	-3.14479e-05	-8.79759e-05	-3.79443e-05	-2.33244e-23	1.56141e-23	-7.46549e-24	-7.73154e-24	2.23567e-23	-5.99866e-23	4.47133e-23	2.12309e-23	-4.06272e-23	1.87934e-23	4.14242e-45	2.24308e-45	5.06487e-46	1.71035e-45	8.53014e-46
H1_395_415	LHO	857018950	-3.14478e-05	-8.79761e-05	-3.79443e-05	-1.21992e-23	-4.42158e-24	-1.24056e-23	4.13379e-24	1.92527e-23	1.25213e-23	-1.26608e-23	-6.52964e-24	4.51333e-23	-4.2592e-23	3.05604e-46	1.79846e-46	1.96536e-46	2.0541e-45	2.18475e-45
H1_395_415	LHO	857018952	-3.14477e-05	-8.79762e-05	-3.79443e-05	4.41453e-24	1.69508e-23	-1.63682e-23	2.44166e-23	-1.11253e-23	-4.09538e-23	4.46137e-23	-3.48883e-23	1.92986e-23	6.07036e-24	1.6967e-45	2.27771e-45	1.48511e-45	9.68604e-46	1.60622e-46
H1_395_415	LHO	857018954	-3.14476e-05	-8.79764e-05	-3.79443e-05	2.22595e-23	-1.03499e-24	-2.62428e-23	8.48027e-24	1.13781e-23	-6.10197e-23	4.66955e-23	-4.18618e-24	-4.82083e-23	4.22412e-23	4.21889e-45	2.18154e-45	7.06211e-46	2.39595e-45	1.91378e-45
H1_395_415	LHO	857018956	-3.14474e-05	-8.79765e-05	-3.79443e-05	-2.39936e-23	2.67709e-23	-3.74679e-23	1.68683e-23	6.12068e-24	-1.08451e-23	-1.6225e-23	-5.42719e-24	1.19696e-23	5.00039e-23	6.93309e-46	9.79929e-46	1.4333e-45	4.27809e-46	2.53785e-45
H1_395_415	LHO	857018958	-3.14473e-05	-8.79767e-05	-3.79443e-05	2.89624e-23	-1.19292e-23	2.363e-23	-3.6554e-23	-4.40828e-24	2.25225e-23	-2.19891e-23	5.30906e-23	-6.06504e-23	3.09385e-23	1.34609e-45	6.25826e-46	3.37699e-45	5.01467e-45	9.76625e-46
H1_395_415	LHO	857018960	-3.14472e-05	-8.79768e-05	-3.79443e-05	-2.48407e-23	2.03928e-23	-1.58293e-23	1.95412e-23	-2.06841e-23	-4.58157e-23	-2.39368e-23	3.71655e-23	1.19391e-23	-2.62659e-23	2.71614e-45	9.88838e-46	1.63184e-45	5.24399e-46	1.11773e-45
H1_395_415	LHO	857018962	-3.14471e-05	-8.7977e-05	-3.79443e-05	-3.82565e-23	9.25072e-24	1.38242e-23	-2.21819e-25	1.8056e-23	8.67509e-24	-1.94276e-23	5.47654e-23	-4.22768e-23	1.59864e-23	1.53882e-45	4.63006e-46	3.19035e-45	1.78738e-45	5.81585e-46
H1_395_415	LHO	857018964	-3.1447e-05	-8.79772e-05	-3.79443e-05	2.14774e-24	-2.11479e-23	3.46277e-23	-3.72274e-23	3.61692e-23	-3.6537e-23	-3.37939e-24	4.0027e-23	-5.06257e-23	3.6347e-23	1.33956e-45	4.58656e-46	2.80124e-45	3.94884e-45	2.62931e-45
H1_395_415	LHO	857018966	-3.14469e-05	-8.79773e-05	-3.79443e-05	1.47611e-23	-2.25857e-23	3.14032e-23	-4.39651e-23	3.58328e-23	-2.00527e-23	2.02897e-23	-3.5517e-25	8.27401e-24	7.35335e-25	6.20001e-46	9.21786e-46	9.86285e-46	2.00139e-45	1.28453e-45
H1_395_415	LHO	857018968	-3.14468e-05	-8.79775e-05	-3.79443e-05	2.45447e-23	-3.89511e-23	2.03454e-23	-5.31572e-24	2.141e-23	2.04427e-23	-2.3089e-23	2.23472e-23	-1.55742e-23	9.07983e-24	1.02035e-45	2.05029e-45	9.13332e-46	2.70814e-46	5.40833e-46
H1_395_415	LHO	857018970	-3.14467e-05	-8.79776e-05	-3.79443e-05	-9.50652e-24	1.58323e-23	-2.10045e-24	-1.08782e-23	3.25285e-23	5.09412e-24	-1.88381e-23	1.38149e-23	-2.71769e-23	3.03126e-23	1.16324e-46	6.05538e-46	1.95262e-46	8.56917e-46	1.97695e-45
H1_395_415	LHO	857018972	-3.14466e-05	-8.79778e-05	-3.79443e-05	-4.20976e-23	1.39414e-23	1.98658e-23	-2.33934e-23	-1.53412e-24	3.65799e-23	-4.12126e-23	3.16813e-23	-1.71512e-23	3.21934e-23	3.1103e-45	1.89284e-45	1.39835e-45	8.41417e-46	1.03877e-45
H1_395_415	LHO	857018974	-3.14465e-05	-8.79779e-05	-3.79444e-05	-2.78959e-23	4.48339e-23	-1.78773e-23	-1.50092e-23	2.58528e-23	-5.88055e-23	4.37565e-23	2.90965e-23	-4.12535e-23	1.81646e-24	4.23627e-45	3.92471e-45	1.1662e-45	1.92713e-45	6.71668e-46
H1_395_415	LHO	857018976	-3.14464e-05	-8.79781e-05	-3.79444e-05	-6.28493e-24	8.8868e-24	-5.5784e-23	5.39643e-23	-1.67835e-23	-4.49859e-23	-1.57875e-24	2.69905e-23	3.89382e-24	-2.0135e-23	2.06323e-45	8.14677e-47	3.84034e-45	2.92731e-45	6.87104e-46
H1_395_415	LHO	857018978	-3.14463e-05	-8.79782e-05	-3.79444e-05	-7.7423e-23	7.00066e-23	-4.36535e-23	3.93976e-23	-4.47903e-23	6.28506e-25	-5.60665e-23	6.06195e-23	-3.65791e-23	6.14396e-23	5.99471e-45	8.04438e-45	5.58034e-45	2.8902e-45	5.781e-45
H1_395_415	LHO	857018980	-3.14462e-05	-8.79784e-05	-3.79444e-05	-5.84858e-24	-9.28359e-24	-1.61533e-23	6.94858e-23	-5.38721e-23	-3.10727e-23	5.30468e-23	-1.43934e-23	-4.19041e-23	7.27348e-23	9.9972e-46	2.90014e-45	4.68099e-46	6.58424e-45	8.19255e-45
H1_395_415	LHO	857018982	-3.14461e-05	-8.79785e-05	-3.79444e-05	3.41356e-24	1.09748e-23	-2.73839e-23	2.00104e-23	-5.02898e-23	-4.37925e-24	8.69281e-24	-1.01067e-23	-4.86688e-23	1.00223e-22	3.08302e-47	1.96012e-46	8.5202e-46	2.76907e-45	1.25736e-44
H1_395_415	LHO	857018984	-3.1446e-05	-8.79787e-05	-3.79444e-05	-1.39183e-23	2.56667e-23	-1.36265e-23	8.09143e-24	-1.92147e-23	3.05754e-23	-4.87826e-23	2.60297e-23	-2.09428e-23	3.56032e-23	1.12858e-45	3.03852e-45	8.63225e-46	5.0407e-46	1.6368e-45
H1_395_415	LHO	857018986	-3.14459e-05	-8.79788e-05	-3.79444e-05	1.29911e-23	-2.53961e-23	4.71511e-23	-5.90004e-23	2.27518e-23	1.00613e-23	-1.47803e-23	4.87328e-23	-5.22886e-23	1.95974e-23	2.69999e-46	8.63421e-46	4.59811e-45	6.21514e-45	9.01702e-46
H1_395_415	LHO	857018988	-3.14458e-05	-8.7979e-05	-3.79444e-05	-6.45615e-24	-2.21867e-23	-1.59839e-23	5.64529e-23	-9.65045e-24	-1.19382e-23	1.90344e-23	-5.09864e-23	5.50149e-23	-2.31411e-23	1.84202e-46	8.54554e-46	2.8551e-45	6.21356e-45	6.28642e-46
H1_395_415	LHO	857018990	-3.14457e-05	-8.79791e-05	-3.79444e-05	-1.24242e-23	2.62334e-23	-3.76325e-24	1.51651e-24	-3.8443e-23	2.45422e-23	3.96247e-23	-7.22652e-23	3.40753e-23	1.39429e-23	7.5668e-46	2.25831e-45	5.23641e-45	1.16342e-45	1.67227e-45
H1_395_415	LHO	857018992	-3.14456e-05	-8.79793e-05	-3.79444e-05	3.64097e-23	-1.68187e-23	3.06472e-24	3.14024e-24	-3.86141e-24	1.27188e-24	3.95877e-24	-4.2087e-24	-1.97412e-23	1.28373e-23	1.32728e-45	2.98541e-46	2.71057e-47	3.99575e-46	1.79707e-46
H1_395_415	LHO	857018994	-3.14455e-05	-8.79794e-05	-3.79444e-05	-1.07332e-23	1.77987e-23	9.1354e-25	9.42658e-24	-5.51287e-23	-1.52187e-23	-1.76825e-23	-1.84963e-24	3.18944e-23	-9.87082e-24	3.4681e-46	6.29465e-46	4.2557e-48	1.10611e-45	3.13661e-45
H1_395_415	LHO	857018996	-3.14454e-05	-8.79796e-05	-3.79444e-05	-8.06315e-24	-3.1252e-24	1.0607e-23	9.16725e-24	-2.28852e-23	-2.51871e-23	1.45538e-23	3.61144e-23	-5.1111e-23	-4.69101e-24	6.99402e-46	2.21579e-46	1.41676e-45	2.69638e-45	5.45738e-46
H1_395_415	LHO	857018998	-3.14453e-05	-8.79798e-05	-3.79444e-05	4.26722e-23	-4.93763e-23	-1.57044e-23	2.30296e-23	2.72885e-23	3.27124e-23	2.08657e-23	-3.10685e-23	5.01851e-24	6.69093e-24	2.89102e-45	2.87339e-45	1.21188e-45	5.5555e-46	7.89432e-46
H1_395_415	LHO	857019000	-3.14452e-05	-8.79799e-05	-3.79444e-05	-1.28799e-23	1.98568e-23	9.30508e-25	-3.66625e-23	5.30167e-23	7.26644e-23	-7.79719e-23	-4.30433e-24	1.11094e-23	2.8789e-23	5.44601e-45	6.47391e-45	1.93931e-47	1.46756e-45	3.63958e-45
H1_395_415	LHO	857019002	-3.14451e-05	-8.79801e-05	-3.79444e-05	-1.80051e-23	1.08109e-23	1.78616e-23	7.01883e-24	-3.95898e-23	3.59511e-24	4.44717e-23	-6.377e-23	4.42078e-23	-4.4322e-24	3.37109e-46	2.0946e-45	4.38565e-45	2.00359e-45	1.58699e-45
H1_395_415	LHO	857019004	-3.1445e-05	-8.79802e-05	-3.79444e-05	-1.80025e-23	2.90379e-24	2.56473e-23	1.26316e-24	-3.68598e-23	-4.00575e-23	2.4267e-23	-1.98799e-23	-1.797e-24	2.82817e-23	1.92869e-45	5.97318e-46	1.053e-45	4.82478e-48	2.1585e-45
H1_395_415	LHO	857019006	-3.14449e-05	-8.79804e-05	-3.79444e-05	-5.72901e-23	2.60411e-23	2.895e-23	-2.50543e-23	-1.91298e-23	-5.30807e-24	-3.64345e-23	6.06487e-23	-4.95743e-23	2.14727e-23	3.31033e-45	2.00561e-45	4.51637e-45	3.08533e-45	8.27026e-46
H1_395_415	LHO	857019008	-3.14448e-05	-8.79805e-05	-3.79444e-05	-1.54761e-23	-1.94414e-23	1.56514e-23	5.19011e-23	-6.0813e-23	6.4325e-24	-2.54343e-24	1.13364e-23	-5.20938e-24	1.25686e-23	2.80888e-46	3.84439e-46	3.7348e-46	2.72086e-45	3.85619e-45
H1_395_415	LHO	857019010	-3.14447e-05	-8.79807e-05	-3.79444e-05	1.08475e-23	-3.75702e-23	5.17754e-23	-4.86969e-23	2.7084e-23	-4.20072e-23	5.60764e-23	-3.55094e-23	-2.34995e-23	2.94708e-23	1.88227e-45	4.55608e-45	3.94161e-45	2.92362e-45	1.60207e-45
H1_395_415	LHO	857019012	-3.14446e-05	-8.79808e-05	-3.79444e-05	-7.56297e-24	3.04527e-24	4.60685e-24	-2.56345e-23	2.81016e-23	6.14598e-23	-4.12148e-23	6.49438e-24	1.08593e-23	3.43566e-25	3.83451e-45	1.70794e-45	6.34001e-47	7.75051e-46	7.89816e-46
H1_395_415	LHO	857019014	-3.14445e-05	-8.7981e-05	-3.79444e-05	1.46125e-23	-2.32144e-23	2.77406e-23	-1.41182e-23	2.27664e-23	6.63163e-23	-4.61122e-23	8.48772e-24	1.16987e-23	-4.32986e-23	4.61138e-45	2.66525e-45	8.41582e-46	3.36183e-46	2.39307e-45
